完整英文名,名(Forename),姓(Surname),中文名
Catherine Rowett,Catherine,Rowett,凯瑟琳·罗厄特
Andrea Leadsom,Andrea,Leadsom,安德烈娅·利德索姆
Lucy  Mills,Lucy,Mills,露西·米尔斯
Roger Clark,Roger,Clark,罗杰·克拉克
Tom Snowdon,Tom,Snowdon,汤姆·斯诺登
Damon Boughen,Damon,Boughen,戴蒙·博恩
Seema Kennedy,Seema,Kennedy,西玛·肯尼迪
Veronica Bennett,Veronica,Bennett,维罗妮卡·贝内特
David Gallagher,David,Gallagher,戴维·加拉格尔
Sue McGuire,Sue,McGuire,苏·麦圭尔
Emma Lewell-Buck,Emma,Lewell-Buck,埃玛·卢埃尔-巴克
Norman Dennis,Norman,Dennis,诺曼·丹尼斯
Robert Oliver,Robert,Oliver,罗伯特·奥利弗
Shirley Ford,Shirley,Ford,雪莉·福特
Lisa Nightingale,Lisa,Nightingale,丽莎·奈廷格尔
Gita Gordon,Gita,Gordon,吉塔·戈登
Gavin Williamson,Gavin,Williamson,加文·威廉森
Kevin McElduff,Kevin,McElduff,凯文·麦克尔达夫
Lyndon Jones,Lyndon,Jones,林登·琼斯
Robert Woodthorpe Browne,Robert,Woodthorpe Browne,罗伯特·伍德索普·布朗
Claire McIlvenna,Claire,McIlvenna,克莱尔·麦克尔文纳
James Cartlidge,James,Cartlidge,詹姆斯·卡特利奇
Jane Basham,Jane,Basham,简·巴山
Steven Whalley,Steven,Whalley,史蒂文·惠利
Grace Weaver,Grace,Weaver,格雷斯·韦弗
Robert Lindsay,Robert,Lindsay,罗伯特·林赛
Stephen Todd,Stephen,Todd,斯蒂芬·托德
Robert Buckland,Robert,Buckland,罗伯特·巴克兰
Anne Snelgrove,Anne,Snelgrove,安妮·斯内尔格罗夫
John Short,John,Short,约翰·肖特
Damon Hooton,Damon,Hooton,戴蒙·胡顿
Talis Kimberley-Fairbourn,Talis,Kimberley-Fairbourn,塔利斯·金伯利-费尔伯恩
Craig Mackinlay,Craig,Mackinlay,克雷格·麦金莱
Nigel Farage,Nigel,Farage,奈杰尔·法拉奇
Will Scobie,Will,Scobie,威尔·斯科比
Ian Driver,Ian,Driver,伊恩·德赖弗
Russell Timpson,Russell,Timpson,拉塞尔·廷普森
Al Murray,Al,Murray,阿尔·默里
Ruth Bailey,Ruth,Bailey,鲁思·贝利
Nigel Askew,Nigel,Askew,奈杰尔·阿斯丘
Grahame Birchall,Grahame,Birchall,格雷厄姆·伯切尔
Dean McCastree,Dean,McCastree,迪安·麦卡斯楚
Zebadiah Abu-Obadiah,Zebadiah,Abu-Obadiah,泽巴迪亚·阿布-奥巴迪亚
Andrew Selous,Andrew,Selous,安德鲁·塞卢斯
Daniel Scott,Daniel,Scott,丹尼尔·斯科特
John Van Weenen,John,Van Weenen,约翰·范·维嫩
Stephen Rutherford,Stephen,Rutherford,斯蒂芬·卢瑟福
Emily Lawrence,Emily,Lawrence,艾米莉·劳伦斯
Gary Streeter,Gary,Streeter,加里·斯特里特
Chaz Singh,Chaz,Singh,查兹·辛格
Robin Julian,Robin,Julian,罗宾·朱利安
Tom Davies,Tom,Davies,汤姆·戴维斯
Win Scutt,Win,Scutt,温·斯卡特
David Gauke,David,Gauke,戴维·高克
Simon Diggins,Simon,Diggins,西蒙·迪金斯
Mark Anderson,Mark,Anderson,马克·安德森
Nigel Quinton,Nigel,Quinton,奈杰尔·昆顿
Charlotte Pardy,Charlotte,Pardy,夏洛特·帕迪
Graham Cartmell,Graham,Cartmell,格雷厄姆·卡特梅尔
Elizabeth Truss,Elizabeth,Truss,伊丽莎白·特拉斯
Paul Smyth,Paul,Smyth,保罗·史密斯
Peter Smith,Peter,Smith,彼得·史密斯
Rupert Moss-Eccardt,Rupert,Moss-Eccardt,鲁珀特·莫斯-埃卡德
Sandra Walmsley,Sandra,Walmsley,桑德拉·沃姆斯利
Jeremy Hunt,Jeremy,Hunt,杰里米·亨特
Mark Webber,Mark,Webber,马克·韦伯
Howard Kaye,Howard,Kaye,霍华德·凯
Louise Irvine,Louise,Irvine,路易丝·欧文
Patrick Haveron,Patrick,Haveron,帕特里克·哈弗龙
Susan Ryland,Susan,Ryland,苏珊·赖兰
Paul Robinson,Paul,Robinson,保罗·罗宾逊
Andrew Murrison,Andrew,Murrison,安德鲁·默里森
Matthew Brown,Matthew,Brown,马修·布朗
George Aylett,George,Aylett,乔治·艾利特
Trevor Carbin,Trevor,Carbin,特雷弗·卡宾
Phil Randle,Phil,Randle,菲尔·兰德尔
Royston Smith,Royston,Smith,罗伊斯顿·史密斯
Rowenna Davis,Rowenna,Davis,罗文娜·戴维斯
Kim Rose,Kim,Rose,金·罗斯
John Spottiswoode,John,Spottiswoode,约翰·斯波蒂斯伍德
Eleanor Bell,Eleanor,Bell,埃莉诺·贝尔
Sue Atkins,Sue,Atkins,苏·阿特金斯
Alan Whitehead,Alan,Whitehead,艾伦·怀特海德
Jeremy Moulton,Jeremy,Moulton,杰里米·莫尔顿
Pearline Hingston,Pearline,Hingston,珀琳·欣斯顿
Angela Mawle,Angela,Mawle,安杰拉·莫尔
Adrian Ford,Adrian,Ford,阿德里安·福特
Chris Davis,Chris,Davis,克里斯·戴维斯
Nick Chaffey,Nick,Chaffey,尼克·查菲
David Amess,David,Amess,戴维·埃姆斯
Julian Ware-Lane,Julian,Ware-Lane,朱利安·韦尔-莱恩
Brian Otridge,Brian,Otridge,布赖恩·奥特里奇
Paul Collins,Paul,Collins,保罗·柯林斯
Jonathan Fuller,Jonathan,Fuller,乔纳森·富勒
Jeremy Moss,Jeremy,Moss,杰里米·莫斯
John Pugh,John,Pugh,约翰·皮尤
Damien Moore,Damien,Moore,达米恩·摩尔
Liz Savage,Liz,Savage,利兹·萨维奇
Terry Durrance,Terry,Durrance,特里·杜兰斯
Laurence Rankin,Laurence,Rankin,劳伦斯·兰金
Jacqueline Barlow,Jacqueline,Barlow,杰奎琳·巴洛
Kwasi Kwarteng,Kwasi,Kwarteng,夸西·克瓦滕
Redvers Cunningham,Redvers,Cunningham,雷德弗斯·坎宁安
Rebecca Geach,Rebecca,Geach,丽贝卡·吉奇
Rosie Shimell,Rosie,Shimell,罗西·希梅尔
Paul Jacobs,Paul,Jacobs,保罗·雅各布斯
Juliet  Griffith,Juliet,Griffith,朱丽叶·格里菲思
Paul Couchman,Paul,Couchman,保罗·考奇曼
Anne Main,Anne,Main,安妮·梅因
Kerry Pollard,Kerry,Pollard,克里·波拉德
Sandy Walkington,Sandy,Walkington,桑迪·沃尔金顿
Chris Wright,Chris,Wright,克里斯·赖特
Jack Easton,Jack,Easton,杰克·伊斯顿
Steve Double,Steve,Double,史蒂夫·道布尔
Stephen Gilbert,Stephen,Gilbert,斯蒂芬·吉尔伯特
David Mathews,David,Mathews,戴维·马修斯
Deborah Hopkins,Deborah,Hopkins,黛博拉·霍普金斯
Steve Slade,Steve,Slade,史蒂夫·斯莱德
Dick Cole,Dick,Cole,迪克·科尔
Conor McGinn,Conor,McGinn,科诺尔·麦金
Paul Richardson,Paul,Richardson,保罗·理查森
Ian Smith,Ian,Smith,伊恩·史密斯
Denise Aspinall,Denise,Aspinall,丹尼斯·阿斯皮纳尔
Elizabeth Ward,Elizabeth,Ward,伊丽莎白·沃德
Marie Rimmer,Marie,Rimmer,玛丽·里默
Gillian Keegan,Gillian,Keegan,吉莉安·基根
John Beirne,John,Beirne,约翰·贝尔尼
Brian Spencer,Brian,Spencer,布赖恩·斯潘塞
James Chan,James,Chan,詹姆斯·陈
Derek Thomas,Derek,Thomas,德里克·托马斯
Andrew George,Andrew,George,安德鲁·乔治
Graham Calderwood,Graham,Calderwood,格雷厄姆·考尔德伍德
Cornelius Olivier,Cornelius,Olivier,科尼利厄斯·奥利维尔
Tim Andrewes,Tim,Andrewes,蒂姆·安德鲁斯
Rob Simmons,Rob,Simmons,罗布·西蒙斯
Jeremy Lefroy,Jeremy,Lefroy,杰里米·勒夫罗伊
Kate  Godfrey,Kate,Godfrey,凯特·戈弗雷
Edward Whitfield,Edward,Whitfield,爱德华·惠特菲尔德
Karen Howell,Karen,Howell,卡伦·豪厄尔
Mike Shone,Mike,Shone,迈克·肖恩
Keith Miller,Keith,Miller,基思·米勒
Karen Bradley,Karen,Bradley,卡伦·布拉德利
Trudie McGuinness,Trudie,McGuinness,特鲁迪·麦吉尼斯
George Langley-Poole,George,Langley-Poole,乔治·兰利-普尔
John Redfern,John,Redfern,约翰·雷德芬
Brian Smith,Brian,Smith,布赖恩·史密斯
Jonathan Reynolds,Jonathan,Reynolds,乔纳森·雷诺兹
Martin Riley,Martin,Riley,马丁·赖利
Angela McManus,Angela,McManus,安杰拉·麦克马纳斯
Jenny Ross,Jenny,Ross,珍妮·罗斯
Peter Flynn,Peter,Flynn,彼得·弗林
Stephen McPartland,Stephen,McPartland,斯蒂芬·麦帕特兰
Sharon Taylor,Sharon,Taylor,莎伦·泰勒
David Collins,David,Collins,戴维·柯林斯
Susan Van De Ven,Susan,Van De Ven,苏珊·范·德文
Graham White,Graham,White,格雷厄姆·怀特
Trevor Palmer,Trevor,Palmer,特雷弗·帕尔默
Charles Vickers,Charles,Vickers,查尔斯·维克斯
David Cox,David,Cox,戴维·考克斯
Ann Coffey,Ann,Coffey,安·科菲
Daniel Hamilton,Daniel,Hamilton,丹尼尔·汉密尔顿
Steven Woolfe,Steven,Woolfe,史蒂文·伍尔夫
Daniel Hawthorne,Daniel,Hawthorne,丹尼尔·霍索恩
Gary Lawson,Gary,Lawson,加里·劳森
John  Pearson,John,Pearson,约翰·皮尔逊
Alex Cunningham,Alex,Cunningham,亚历克斯·坎宁安
Christopher Daniels,Christopher,Daniels,克里斯托弗·丹尼尔斯
Mandy Boylett,Mandy,Boylett,曼迪·博伊莱特
Anthony  Sycamore,Anthony,Sycamore,安东尼·西卡莫尔
John Tait,John,Tait,约翰·泰特
James Wharton,James,Wharton,詹姆斯·惠顿
Louise Baldock,Louise,Baldock,路易丝·鲍多克
Ted Strike,Ted,Strike,特德·斯特赖克
Drew Durning,Drew,Durning,德鲁·德宁
Jacqui Lovell,Jacqui,Lovell,杰奎·洛夫尔
Steve Walmsley,Steve,Walmsley,史蒂夫·沃姆斯利
Tristram Hunt,Tristram,Hunt,特里斯特拉姆·亨特
Mick Harold,Mick,Harold,米克·哈罗德
Liam Ascough,Liam,Ascough,利亚姆·阿斯科
Mark Breeze,Mark,Breeze,马克·布里兹
Zulfiqar Ali,Zulfiqar,Ali,祖尔菲卡尔·阿里
Jan Zablocki,Jan,Zablocki,扬·扎布洛茨基
Ali Majid,Ali,Majid,阿里·马吉德
Paul Toussaint,Paul,Toussaint,保罗·图森
Ruth Smeeth,Ruth,Smeeth,鲁思·史密斯
Ben Adams,Ben,Adams,本·亚当斯
Geoffrey Locke,Geoffrey,Locke,杰弗里·洛克
Paul  Roberts,Paul,Roberts,保罗·罗伯茨
Sean Adam,Sean,Adam,肖恩·亚当
John Millward,John,Millward,约翰·米尔沃德
Craig Pond,Craig,Pond,克雷格·庞德
Rob Flello,Rob,Flello,罗布·弗莱洛
Joe Rich,Joe,Rich,乔·里奇
Tariq Mahmood,Tariq,Mahmood,塔里克·马哈茂德
Peter Andras,Peter,Andras,彼得·安德拉斯
Luke Bellamy,Luke,Bellamy,卢克·贝拉米
Matt Wright,Matt,Wright,马特·赖特
Bill Cash,Bill,Cash,比尔·卡什
Sam Hale,Sam,Hale,山姆·黑尔
Andrew Illsley,Andrew,Illsley,安德鲁·伊尔斯利
Martin Lewis,Martin,Lewis,马丁·刘易斯
Wenslie Naylon,Wenslie,Naylon,文斯利·奈隆
John Coutouvidis,John,Coutouvidis,约翰·库图维迪斯
Margot James,Margot,James,玛格特·詹姆斯
Pete Lowe,Pete,Lowe,皮特·洛
James Carver,James,Carver,詹姆斯·卡弗
Christopher Bramall,Christopher,Bramall,克里斯托弗·布拉马尔
Christian Kiever,Christian,Kiever,克里斯蒂安·基弗
Nadhim Zahawi,Nadhim,Zahawi,纳迪姆·扎哈维
Edward Fila,Edward,Fila,爱德华·菲拉
Jeff Kenner,Jeff,Kenner,杰夫·肯纳
Elizabeth Adams,Elizabeth,Adams,伊丽莎白·亚当斯
Dominic Giles,Dominic,Giles,多米尼克·贾尔斯
Chuka Umunna,Chuka,Umunna,丘卡·乌穆纳
Kim Caddy,Kim,Caddy,金·卡迪
Amna Ahmad,Amna,Ahmad,阿姆纳·艾哈迈德
Jonathan Bartley,Jonathan,Bartley,乔纳森·巴特利
Bruce Machan,Bruce,Machan,布鲁斯·马钱
Artificial Beast,Artificial,Beast,人工智能野兽
Unjum  Mirza,Unjum,Mirza,翁朱姆·米尔扎
Deon Gayle,Deon,Gayle,德翁·盖尔
Kate Green,Kate,Green,凯特·格林
Lisa Cooke,Lisa,Cooke,丽莎·库克
Kalvin Chapman,Kalvin,Chapman,卡尔文·查普曼
Geraldine Coggins,Geraldine,Coggins,杰拉尔丁·科金斯
Catherine Ankers,Catherine,Ankers,凯瑟琳·安克斯
Paul Bradley-Law,Paul,Bradley-Law,保罗·布拉德利-劳
Paul Carson,Paul,Carson,保罗·卡森
Neil Carmichael,Neil,Carmichael,尼尔·卡迈克尔
David Drew,David,Drew,戴维·德鲁
Caroline Stephens,Caroline,Stephens,卡罗琳·斯蒂芬斯
Sarah Lunnon,Sarah,Lunnon,莎拉·伦农
Adrian Walker-Smith,Adrian,Walker-Smith,阿德里安·沃克-史密斯
Rich Wilson,Rich,Wilson,里奇·威尔逊
David Michael,David,Michael,戴维·迈克尔
Therese Coffey,Therese,Coffey,特蕾丝·科菲
Russell Whiting,Russell,Whiting,罗素·怀廷
Daryll Pitcher,Daryll,Pitcher,达里尔·皮彻
James Sandbach,James,Sandbach,詹姆斯·桑德巴赫
Rachel Smith-Lyte,Rachel,Smith-Lyte,雷切尔·史密斯-莱特
Julie Elliott,Julie,Elliott,朱莉·埃利奥特
Jeffrey Townsend,Jeffrey,Townsend,杰弗里·汤森
Bryan Foster,Bryan,Foster,布赖恩·福斯特
Rachel Featherstone,Rachel,Featherstone,雷切尔·费瑟斯通
Adrian Page,Adrian,Page,阿德里安·佩奇
Joseph Young,Joseph,Young,约瑟夫·杨
Michael Gove,Michael,Gove,迈克尔·戈夫
Paul Chapman,Paul,Chapman,保罗·查普曼
Laween Atroshi,Laween,Atroshi,拉文·阿特罗希
Ann-Marie Barker,Ann-Marie,Barker,安妮-玛丽·巴克
Kimberley  Lawson,Kimberley,Lawson,金伯利·劳森
Juliana Brimicombe,Juliana,Brimicombe,朱莉安娜·布里姆科姆
Bob Smith,Bob,Smith,鲍勃·史密斯
Paul Scully,Paul,Scully,保罗·斯卡利
Paul Burstow,Paul,Burstow,保罗·伯斯托
Emily Brothers,Emily,Brothers,艾米丽·布拉泽斯
Angus Dalgleish,Angus,Dalgleish,安格斯·达尔格利什
Maeve Tomlinson,Maeve,Tomlinson,梅芙·汤姆林森
Dave Ash,Dave,Ash,戴夫·阿什
Pauline Gorman,Pauline,Gorman,波林·戈尔曼
Andrew Mitchell,Andrew,Mitchell,安德鲁·米切尔
Robert Pocock,Robert,Pocock,罗伯特·波科克
Marcus Brown,Marcus,Brown,马库斯·布朗
Richard Brighton-Knight,Richard,Brighton-Knight,理查德·布赖顿-奈特
David Ratcliff,David,Ratcliff,戴维·拉特克利夫
Mark Sleigh,Mark,Sleigh,马克·斯莱
Christopher Pincher,Christopher,Pincher,克里斯托弗·平彻
Carol Dean,Carol,Dean,卡罗尔·迪安
Jan Higgins,Jan,Higgins,扬·希金斯
Jenny Pinkett,Jenny,Pinkett,珍妮·平克特
Nicola Holmes,Nicola,Holmes,尼古拉·霍姆斯
George Osborne,George,Osborne,乔治·奥斯本
David Pinto-Duschinsky,David,Pinto-Duschinsky,戴维·平托-杜辛斯基
Stuart Hutton,Stuart,Hutton,斯图尔特·赫顿
Gareth Wilson,Gareth,Wilson,加雷思·威尔逊
Tina Rothery,Tina,Rothery,蒂娜·罗瑟里
Rebecca Pow,Rebecca,Pow,丽贝卡·鲍
Rachel Gilmour,Rachel,Gilmour,雷切尔·吉尔摩
Laura Bailhache,Laura,Bailhache,劳拉·贝拉奇
Neil Guild,Neil,Guild,尼尔·吉尔德
Clive Martin,Clive,Martin,克莱夫·马丁
Mike Rigby,Mike,Rigby,迈克·里格比
Steve German,Steve,German,史蒂夫·杰曼
Bruce Gauld,Bruce,Gauld,布鲁斯·高尔德
Lucy Allan,Lucy,Allan,露西·艾伦
David Wright,David,Wright,戴维·赖特
Denis Allen,Denis,Allen,丹尼斯·艾伦
Peter Hawkins,Peter,Hawkins,彼得·霍金斯
Ian Croll,Ian,Croll,伊恩·克罗尔
Laurence Robertson,Laurence,Robertson,劳伦斯·罗伯逊
Ed Buxton,Ed,Buxton,埃德·巴克斯顿
Alistair Cameron,Alistair,Cameron,阿利斯泰尔·卡梅伦
Stuart Adair,Stuart,Adair,斯图尔特·阿黛尔
Jemma Clarke,Jemma,Clarke,杰玛·克拉克
Geoffrey Clifton-Brown,Geoffrey,Clifton-Brown,杰弗里·克利夫顿-布朗
Paul Hodgkinson,Paul,Hodgkinson,保罗·霍奇金森
Chris Harlow,Chris,Harlow,克里斯·哈洛
Manjinder Kang,Manjinder,Kang,曼金德·康
Penny Burgess,Penny,Burgess,彭妮·伯吉斯
Mark Pritchard,Mark,Pritchard,马克·普里查德
Katrina Gilman,Katrina,Gilman,卡特里娜·吉尔曼
Jill Seymour,Jill,Seymour,吉尔·西摩
Rod Keyes,Rod,Keyes,罗德·凯斯
Cath Edwards,Cath,Edwards,卡思·爱德华兹
Kevin Hollinrake,Kevin,Hollinrake,凯文·霍林雷克
Alan Avery,Alan,Avery,艾伦·艾弗里
Toby Horton,Toby,Horton,托比·霍顿
Dinah Keal,Dinah,Keal,迪纳·基尔
Chris Newsam,Chris,Newsam,克里斯·纽瑟姆
John Clark,John,Clark,约翰·克拉克
Philip Tate,Philip,Tate,菲利普·泰特
Luke Hall,Luke,Hall,卢克·霍尔
Steven Webb,Steven,Webb,史蒂文·韦伯
Russ Martin,Russ,Martin,拉斯·马丁
Hadleigh Roberts,Hadleigh,Roberts,哈德利·罗伯茨
Iain Hamilton,Iain,Hamilton,伊恩·汉密尔顿
Jackie Doyle-Price,Jackie,Doyle-Price,杰基·多伊尔-普赖斯
Polly Billington,Polly,Billington,波莉·比林顿
Tim Aker,Tim,Aker,蒂姆·阿克
Rhodri Jamieson-Ball,Rhodri,Jamieson-Ball,罗德·贾米森-鲍尔
Jamie Barnes,Jamie,Barnes,杰米·巴恩斯
Daniel Munyambu,Daniel,Munyambu,丹尼尔·穆尼亚姆布
Aba Kristilolu,Aba,Kristilolu,阿巴·克里斯蒂洛卢
Neil Parish,Neil,Parish,尼尔·帕里什
Leslie Smith,Leslie,Smith,莱斯利·史密斯
Caroline Kolek,Caroline,Kolek,卡罗琳·科莱克
Stephen Kearney,Stephen,Kearney,斯蒂芬·卡尼
Paul Edwards,Paul,Edwards,保罗·爱德华兹
Tom Tugendhat,Tom,Tugendhat,汤姆·图根达特
Rob Izzard,Rob,Izzard,罗布·伊扎德
Claire Leigh,Claire,Leigh,克莱尔·利
Mary Varrall,Mary,Varrall,玛丽·瓦拉尔
Howard Porter,Howard,Porter,霍华德·波特
Sadiq Khan,Sadiq,Khan,萨迪克·汗
Dan Watkins,Dan,Watkins,丹·沃特金斯
Esther Obiri-Darko,Esther,Obiri-Darko,埃丝特·奥比里-达科
Philip Ling,Philip,Ling,菲利普·凌
Przemek Skwirczynski,Przemek,Skwirczynski,普热梅克·斯克维尔钦
Kevin  Foster,Kevin,Foster,凯文·福斯特
Adrian Sanders,Adrian,Sanders,阿德里安·桑德斯
Tony McIntyre,Tony,McIntyre,托尼·麦金太尔
Su Maddock,Su,Maddock,苏·马多克
Paula Hermes,Paula,Hermes,保拉·赫尔墨斯
Geoffrey Cox,Geoffrey,Cox,杰弗里·考克斯
Derek Sargent,Derek,Sargent,德里克·萨金特
Paula Dolphin,Paula,Dolphin,保拉·多尔芬
Mike Sparling,Mike,Sparling,迈克·斯帕林
Cathrine Simmons,Cathrine,Simmons,凯瑟琳·西蒙斯
Sarah Wollaston,Sarah,Wollaston,莎拉·沃拉斯顿
Justin Haque,Justin,Haque,贾斯廷·哈克
Nicky Williams,Nicky,Williams,尼基·威廉斯
Gill Coombs,Gill,Coombs,吉尔·库姆斯
Julian Brazil,Julian,Brazil,朱利安·巴西
David Lammy,David,Lammy,戴维·拉米
Stefan Mrozinski,Stefan,Mrozinski,斯特凡·姆罗津斯基
Dee Searle,Dee,Searle,迪·瑟尔
Turhan Ozen,Turhan,Ozen,图尔汗·奥曾
Tariq Saeed,Tariq,Saeed,塔里克·萨义德
Jenny Sutton,Jenny,Sutton,珍妮·萨顿
Tania Mahmood,Tania,Mahmood,塔尼亚·马哈茂德
Sarah Newton,Sarah,Newton,莎拉·牛顿
Simon Rix,Simon,Rix,西蒙·里克斯
Stuart Roden,Stuart,Roden,斯图尔特·罗登
John Hyslop,John,Hyslop,约翰·希斯洛普
Karen Westbrook,Karen,Westbrook,卡伦·韦斯特布鲁克
Loic Rich,Loic,Rich,洛伊克·里奇
Stephen  Richardson,Stephen,Richardson,斯蒂芬·理查森
Rik Evans,Rik,Evans,里克·埃文斯
Stanley Guffogg,Stanley,Guffogg,斯坦利·古福格
Greg Clark,Greg,Clark,格雷格·克拉克
Kevin Kerrigan,Kevin,Kerrigan,凯文·克里根
Colin Nicholson,Colin,Nicholson,科林·尼科尔森
James  MacCleary,James,MacCleary,詹姆斯·麦克利里
Marie Jones,Marie,Jones,玛丽·琼斯
Graham Naismith,Graham,Naismith,格雷厄姆·奈史密斯
Tania Mathias,Tania,Mathias,塔尼亚·马西亚斯
Vince Cable,Vince,Cable,文斯·凯布尔
Nick Grant,Nick,Grant,尼克·格兰特
Barry Edwards,Barry,Edwards,巴里·爱德华兹
Tanya Williams,Tanya,Williams,塔尼娅·威廉斯
Dominic Stockford,Dominic,Stockford,多米尼克·斯托克福德
David Wedgwood,David,Wedgwood,戴维·韦奇伍德
Alan Campbell,Alan,Campbell,艾伦·坎贝尔
Glenn Hall,Glenn,Hall,格伦·霍尔
Gary Legg,Gary,Legg,加里·莱格
Julia Erskine,Julia,Erskine,朱莉娅·厄斯金
John Paton-Day,John,Paton-Day,约翰·佩顿-戴
Boris Johnson,Boris,Johnson,鲍里斯·约翰逊
Chris Summers,Chris,Summers,克里斯·萨默斯
Jack Duffin,Jack,Duffin,杰克·达芬
Michael  Cox,Michael,Cox,迈克尔·考克斯
Graham Lee,Graham,Lee,格雷厄姆·李
Gary Harbord,Gary,Harbord,加里·哈博德
Jenny  Thompson,Jenny,Thompson,珍妮·汤普森
Howling Laud Hope,Howling Laud,Hope,嚎叫的劳德·霍普
Sabrina Moosun,Sabrina,Moosun,萨布丽娜·穆森
Lord Toby Jug,Lord Toby,Jug,托比·贾格勋爵
Michael Doherty,Michael,Doherty,迈克尔·多尔蒂
Jane Lawrence,Jane,Lawrence,简·劳伦斯
James  Jackson,James,Jackson,詹姆斯·杰克逊
Kate Hoey,Kate,Hoey,凯特·霍伊
James Bellis,James,Bellis,詹姆斯·贝利斯
Gulnar Hasnain,Gulnar,Hasnain,古尔纳尔·哈斯南
Adrian Hyyrylainen-Trett,Adrian,Hyyrylainen-Trett,阿德里安·希里莱宁-特雷特
Ace Nnorom,Ace,Nnorom,王牌·诺罗姆
Mark Chapman,Mark,Chapman,马克·查普曼
Simon Hardy,Simon,Hardy,西蒙·哈迪
Louis Jensen,Louis,Jensen,路易斯·詹森
Waleed  Ghani,Waleed,Ghani,瓦利德·加尼
Danny Lambert,Danny,Lambert,丹尼·兰伯特
Mary Creagh,Mary,Creagh,玛丽·克里
Antony Calvert,Antony,Calvert,安东尼·卡尔弗特
Alan Hazelhurst,Alan,Hazelhurst,艾伦·黑兹尔赫斯特
Finbarr Cronin,Finbarr,Cronin,芬巴尔·克罗宁
Rebecca Thackray,Rebecca,Thackray,丽贝卡·撒克里
Mick Griffiths,Mick,Griffiths,米克·格里菲思
Elliot Barr,Elliot,Barr,埃利奥特·巴尔
Angela Eagle,Angela,Eagle,安杰拉·伊格尔
Chris Clarkson,Chris,Clarkson,克里斯·克拉克森
Geoffrey Caton,Geoffrey,Caton,杰弗里·卡顿
Julian Pratt,Julian,Pratt,朱利安·普拉特
Kris Brown,Kris,Brown,克里斯·布朗
David Winnick,David,Winnick,戴维·温尼克
Douglas Hansen-Luke,Douglas,Hansen-Luke,道格拉斯·汉森-卢克
Liz Hazell,Liz,Hazell,利兹·哈泽尔
Nigel Jones,Nigel,Jones,奈杰尔·琼斯
Pete Smith,Pete,Smith,皮特·史密斯
Mike Harrison,Mike,Harrison,迈克·哈里森
Valerie Vaz,Valerie,Vaz,瓦莱丽·瓦兹
Sue Arnold,Sue,Arnold,苏·阿诺德
Derek Bennett,Derek,Bennett,德里克·贝内特
Charlotte Fletcher,Charlotte,Fletcher,夏洛特·弗莱彻
Joel Kenrick,Joel,Kenrick,乔尔·肯里克
Stella Creasy,Stella,Creasy,斯特拉·克里西
Molly Samuel-Leport,Molly,Samuel-Leport,莫莉·塞缪尔-莱波特
Michael Gold,Michael,Gold,迈克尔·戈尔德
Paul Hillman,Paul,Hillman,保罗·希尔曼
Steven Cheung,Steven,Cheung,史蒂文·张
Nancy Taaffe,Nancy,Taaffe,南希·塔菲
Ellie Merton,Ellie,Merton,埃莉·默顿
Jonty Leff,Jonty,Leff,琼蒂·莱夫
Ian Lavery,Ian,Lavery,伊恩·莱弗里
Chris Galley,Chris,Galley,克里斯·加利
Melanie Hurst,Melanie,Hurst,梅拉妮·赫斯特
Tom Hancock,Tom,Hancock,汤姆·汉考克
Chris Hedley,Chris,Hedley,克里斯·赫德利
Ed Vaizey,Ed,Vaizey,埃德·维泽
Stephen Webb,Stephen,Webb,斯蒂芬·韦伯
Alex Meredith,Alex,Meredith,亚历克斯·梅雷迪思
Lee Upcraft,Lee,Upcraft,李·阿普克拉夫特
Kate Prendergast,Kate,Prendergast,凯特·普伦德加斯特
John Spellar,John,Spellar,约翰·斯佩拉
Tom Williams,Tom,Williams,汤姆·威廉斯
Pete Durnell,Pete,Durnell,皮特·德内尔
Robert Buckman,Robert,Buckman,罗伯特·巴克曼
Catherine Smith,Catherine,Smith,凯瑟琳·史密斯
Helen Jones,Helen,Jones,海伦·琼斯
Richard Short,Richard,Short,理查德·肖特
Trevor Nicholls,Trevor,Nicholls,特雷弗·尼科尔斯
Stefan Krizanac,Stefan,Krizanac,斯特凡·克里扎纳茨
Sarah Hayes,Sarah,Hayes,莎拉·海斯
David Mowat,David,Mowat,戴维·莫厄特
